rep,k,n_seeds,ari_mean,ari_std,silhouette_mean,silhouette_std,profile_agreement_mean,profile_agreement_std,interpretation,sample_indices_file
Std-SemADR,4,10,0.6675,0.2567,0.1204,0.0082,0.8889,0.1111,moderately unstable,sample_indices_20k_seed42.txt
